Indicator ID,Indicator Name,Parent Code,Parent Name,Area Code,Area Name,Area Type,Sex,Age,Category Type,Category,Time period,Value,Lower CI 95.0 limit,Upper CI 95.0 limit,Lower CI 99.8 limit,Upper CI 99.8 limit,Count,Denominator,Value note,Recent Trend,Compared to England value or percentiles,Compared to Regions (statistical) value or percentiles,Time period Sortable,New data,Compared to goal,Time period range
90284,Hospital admissions caused by unintentional and deliberate injuries in children (aged 0 to 14 years),,,E92000001,England,England,Persons,<15 yrs,"County & UA deprivation deciles in England (IMD2019, 4/23 geography)",Most deprived decile (IMD2019),2010/11,,,,,,,,"Should be treated with caution, as it contains areas for which values have not been presented due to Nottingham University Hospitals Trust coding over 30% of HES records without valid geography of residence in 2016/17",,Not compared,Not compared,20100000,,,1y
90284,Hospital admissions caused by unintentional and deliberate injuries in children (aged 0 to 14 years),,,E92000001,England,England,Persons,<15 yrs,"County & UA deprivation deciles in England (IMD2019, 4/23 geography)",Fourth less deprived decile (IMD2019),2010/11,,,,,,,,"Should be treated with caution, as it contains areas for which values have not been presented due to Nottingham University Hospitals Trust coding over 30% of HES records without valid geography of residence in 2016/17",,Not compared,Not compared,20100000,,,1y
90284,Hospital admissions caused by unintentional and deliberate injuries in children (aged 0 to 14 years),,,E92000001,England,England,Persons,<15 yrs,"District & UA deprivation deciles in England (IMD2019, 4/23 geography)",Most deprived decile (IMD2019),2010/11,,,,,,,,"Should be treated with caution, as it contains areas for which values have not been presented due to Nottingham University Hospitals Trust coding over 30% of HES records without valid geography of residence in 2016/17",,Not compared,Not compared,20100000,,,1y
90284,Hospital admissions caused by unintentional and deliberate injuries in children (aged 0 to 14 years),,,E92000001,England,England,Persons,<15 yrs,"District & UA deprivation deciles in England (IMD2019, 4/23 geography)",Third more deprived decile (IMD2019),2010/11,,,,,,,,"Should be treated with caution, as it contains areas for which values have not been presented due to Nottingham University Hospitals Trust coding over 30% of HES records without valid geography of residence in 2016/17",,Not compared,Not compared,20100000,,,1y
90284,Hospital admissions caused by unintentional and deliberate injuries in children (aged 0 to 14 years),,,E92000001,England,England,Persons,<15 yrs,"District & UA deprivation deciles in England (IMD2019, 4/23 geography)",Fifth more deprived decile (IMD2019),2010/11,,,,,,,,"Should be treated with caution, as it contains areas for which values have not been presented due to Nottingham University Hospitals Trust coding over 30% of HES records without valid geography of residence in 2016/17",,Not compared,Not compared,20100000,,,1y
90284,Hospital admissions caused by unintentional and deliberate injuries in children (aged 0 to 14 years),,,E92000001,England,England,Persons,<15 yrs,"District & UA deprivation deciles in England (IMD2019, 4/23 geography)",Fourth less deprived decile (IMD2019),2010/11,,,,,,,,"Should be treated with caution, as it contains areas for which values have not been presented due to Nottingham University Hospitals Trust coding over 30% of HES records without valid geography of residence in 2016/17",,Not compared,Not compared,20100000,,,1y
90284,Hospital admissions caused by unintentional and deliberate injuries in children (aged 0 to 14 years),,,E92000001,England,England,Persons,<15 yrs,"District & UA deprivation deciles in England (IMD2019, 4/23 geography)",Third less deprived decile (IMD2019),2010/11,,,,,,,,"Should be treated with caution, as it contains areas for which values have not been presented due to Nottingham University Hospitals Trust coding over 30% of HES records without valid geography of residence in 2016/17",,Not compared,Not compared,20100000,,,1y
90284,Hospital admissions caused by unintentional and deliberate injuries in children (aged 0 to 14 years),,,E92000001,England,England,Persons,<15 yrs,"District & UA deprivation deciles in England (IMD2019, 4/23 geography)",Least deprived decile (IMD2019),2010/11,,,,,,,,"Should be treated with caution, as it contains areas for which values have not been presented due to Nottingham University Hospitals Trust coding over 30% of HES records without valid geography of residence in 2016/17",,Not compared,Not compared,20100000,,,1y
90284,Hospital admissions caused by unintentional and deliberate injuries in children (aged 0 to 14 years),E92000001,England,E12000001,North East region (statistical),Regions (statistical),Persons,<15 yrs,,,2010/11,157.9759763,154.2448785,161.7745297,,,6806,430825,,,Worse,Not compared,20100000,,,1y
90284,Hospital admissions caused by unintentional and deliberate injuries in children (aged 0 to 14 years),E92000001,England,E12000002,North West region (statistical),Regions (statistical),Persons,<15 yrs,,,2010/11,152.9116402,150.737873,155.1089126,,,18875,1234373,,,Worse,Not compared,20100000,,,1y
90284,Hospital admissions caused by unintentional and deliberate injuries in children (aged 0 to 14 years),E92000001,England,E12000003,Yorkshire and the Humber region (statistical),Regions (statistical),Persons,<15 yrs,,,2010/11,127.2804001,124.9963355,129.5957202,,,11823,928894,,,Worse,Not compared,20100000,,,1y
90284,Hospital admissions caused by unintentional and deliberate injuries in children (aged 0 to 14 years),E92000001,England,E12000004,East Midlands region (statistical),Regions (statistical),Persons,<15 yrs,,,2010/11,103.5824786,101.3354065,105.8668171,,,8075,779572,,,Better,Not compared,20100000,,,1y
90284,Hospital admissions caused by unintentional and deliberate injuries in children (aged 0 to 14 years),E92000001,England,E12000005,West Midlands region (statistical),Regions (statistical),Persons,<15 yrs,,,2010/11,117.0845639,114.9920806,119.2055623,,,11921,1018153,,,Similar,Not compared,20100000,,,1y
90284,Hospital admissions caused by unintentional and deliberate injuries in children (aged 0 to 14 years),E92000001,England,E12000006,East of England region (statistical),Regions (statistical),Persons,<15 yrs,,,2010/11,96.65055339,94.76192652,98.56735281,,,9963,1030827,,,Better,Not compared,20100000,,,1y
90284,Hospital admissions caused by unintentional and deliberate injuries in children (aged 0 to 14 years),E92000001,England,E12000007,London region (statistical),Regions (statistical),Persons,<15 yrs,,,2010/11,88.95853264,87.46323153,90.47298547,,,13483,1515650,,,Better,Not compared,20100000,,,1y
90284,Hospital admissions caused by unintentional and deliberate injuries in children (aged 0 to 14 years),E92000001,England,E12000008,South East region (statistical),Regions (statistical),Persons,<15 yrs,,,2010/11,111.0957897,109.4280057,112.782628,,,16919,1522920,,,Better,Not compared,20100000,,,1y
90284,Hospital admissions caused by unintentional and deliberate injuries in children (aged 0 to 14 years),E92000001,England,E12000009,South West region (statistical),Regions (statistical),Persons,<15 yrs,,,2010/11,109.7036634,107.5046907,111.9362952,,,9466,862870,,,Better,Not compared,20100000,,,1y
90284,Hospital admissions caused by unintentional and deliberate injuries in children (aged 0 to 14 years),E12000001,North East region (statistical),E06000001,Hartlepool,Counties & UAs (from Apr 2023),Persons,<15 yrs,,,2010/11,158.5680822,140.0148639,178.895452,,,264,16649,,,Worse,Similar,20100000,,,1y
90284,Hospital admissions caused by unintentional and deliberate injuries in children (aged 0 to 14 years),E12000001,North East region (statistical),E06000002,Middlesbrough,Counties & UAs (from Apr 2023),Persons,<15 yrs,,,2010/11,172.5454268,157.0029324,189.2101985,,,452,26196,,,Worse,Similar,20100000,,,1y
90284,Hospital admissions caused by unintentional and deliberate injuries in children (aged 0 to 14 years),E12000001,North East region (statistical),E06000003,Redcar and Cleveland,Counties & UAs (from Apr 2023),Persons,<15 yrs,,,2010/11,173.4973887,156.7449271,191.5525168,,,392,22594,,,Worse,Similar,20100000,,,1y
90284,Hospital admissions caused by unintentional and deliberate injuries in children (aged 0 to 14 years),E12000001,North East region (statistical),E06000004,Stockton-on-Tees,Counties & UAs (from Apr 2023),Persons,<15 yrs,,,2010/11,160.1067378,147.0269752,174.0379732,,,552,34477,,,Worse,Similar,20100000,,,1y
90284,Hospital admissions caused by unintentional and deliberate injuries in children (aged 0 to 14 years),E12000001,North East region (statistical),E06000005,Darlington,Counties & UAs (from Apr 2023),Persons,<15 yrs,,,2010/11,173.8344586,155.5011357,193.7348582,,,327,18811,,,Worse,Similar,20100000,,,1y
90284,Hospital admissions caused by unintentional and deliberate injuries in children (aged 0 to 14 years),E12000002,North West region (statistical),E06000006,Halton,Counties & UAs (from Apr 2023),Persons,<15 yrs,,,2010/11,168.5926181,152.2934745,186.1608661,,,391,23192,,,Worse,Similar,20100000,,,1y
90284,Hospital admissions caused by unintentional and deliberate injuries in children (aged 0 to 14 years),E12000002,North West region (statistical),E06000007,Warrington,Counties & UAs (from Apr 2023),Persons,<15 yrs,,,2010/11,133.5994235,121.9369264,146.0764032,,,482,36078,,,Worse,Better,20100000,,,1y
90284,Hospital admissions caused by unintentional and deliberate injuries in children (aged 0 to 14 years),E12000002,North West region (statistical),E06000008,Blackburn with Darwen,Counties & UAs (from Apr 2023),Persons,<15 yrs,,,2010/11,145.8947695,133.0011323,159.7007288,,,470,32215,,,Worse,Similar,20100000,,,1y
90284,Hospital admissions caused by unintentional and deliberate injuries in children (aged 0 to 14 years),E12000002,North West region (statistical),E06000009,Blackpool,Counties & UAs (from Apr 2023),Persons,<15 yrs,,,2010/11,129.4240838,115.3938006,144.6896944,,,309,23875,,,Worse,Better,20100000,,,1y
90284,Hospital admissions caused by unintentional and deliberate injuries in children (aged 0 to 14 years),E12000003,Yorkshire and the Humber region (statistical),E06000010,Kingston upon Hull,Counties & UAs (from Apr 2023),Persons,<15 yrs,,,2010/11,143.1146921,132.2650156,154.6170906,,,643,44929,,,Worse,Worse,20100000,,,1y
90284,Hospital admissions caused by unintentional and deliberate injuries in children (aged 0 to 14 years),E12000003,Yorkshire and the Humber region (statistical),E06000011,East Riding of Yorkshire,Counties & UAs (from Apr 2023),Persons,<15 yrs,,,2010/11,91.82948149,83.78056807,100.442949,,,478,52053,,,Better,Better,20100000,,,1y
90284,Hospital admissions caused by unintentional and deliberate injuries in children (aged 0 to 14 years),E12000003,Yorkshire and the Humber region (statistical),E06000012,North East Lincolnshire,Counties & UAs (from Apr 2023),Persons,<15 yrs,,,2010/11,117.5050588,105.1854962,130.8709872,,,331,28169,,,Similar,Similar,20100000,,,1y
90284,Hospital admissions caused by unintentional and deliberate injuries in children (aged 0 to 14 years),E12000003,Yorkshire and the Humber region (statistical),E06000013,North Lincolnshire,Counties & UAs (from Apr 2023),Persons,<15 yrs,,,2010/11,102.943708,91.60437681,115.2987889,,,299,29045,,,Similar,Better,20100000,,,1y
90284,Hospital admissions caused by unintentional and deliberate injuries in children (aged 0 to 14 years),E12000003,Yorkshire and the Humber region (statistical),E06000014,York,Counties & UAs (from Apr 2023),Persons,<15 yrs,,,2010/11,99.3343574,88.24765006,111.4284031,,,291,29295,,,Better,Better,20100000,,,1y
90284,Hospital admissions caused by unintentional and deliberate injuries in children (aged 0 to 14 years),E12000004,East Midlands region (statistical),E06000015,Derby,Counties & UAs (from Apr 2023),Persons,<15 yrs,,,2010/11,111.456162,102.1160014,121.4209666,,,524,47014,,,Similar,Similar,20100000,,,1y
90284,Hospital admissions caused by unintentional and deliberate injuries in children (aged 0 to 14 years),E12000004,East Midlands region (statistical),E06000016,Leicester,Counties & UAs (from Apr 2023),Persons,<15 yrs,,,2010/11,101.5859209,93.94835711,109.6789584,,,654,64379,,,Better,Similar,20100000,,,1y
90284,Hospital admissions caused by unintentional and deliberate injuries in children (aged 0 to 14 years),E12000004,East Midlands region (statistical),E06000017,Rutland,Counties & UAs (from Apr 2023),Persons,<15 yrs,,,2010/11,90.43077935,68.12039794,117.710325,,,55,6082,,,Similar,Similar,20100000,,,1y
90284,Hospital admissions caused by unintentional and deliberate injuries in children (aged 0 to 14 years),E12000004,East Midlands region (statistical),E06000018,Nottingham,Counties & UAs (from Apr 2023),Persons,<15 yrs,,,2010/11,108.4295208,99.61821931,117.8112242,,,558,51462,,,Similar,Similar,20100000,,,1y
90284,Hospital admissions caused by unintentional and deliberate injuries in children (aged 0 to 14 years),E12000005,West Midlands region (statistical),E06000019,Herefordshire,Counties & UAs (from Apr 2023),Persons,<15 yrs,,,2010/11,111.2289948,99.46328192,124.003637,,,325,29219,,,Similar,Similar,20100000,,,1y
90284,Hospital admissions caused by unintentional and deliberate injuries in children (aged 0 to 14 years),E12000005,West Midlands region (statistical),E06000020,Telford and Wrekin,Counties & UAs (from Apr 2023),Persons,<15 yrs,,,2010/11,110.6871433,99.40881697,122.8944813,,,351,31711,,,Similar,Similar,20100000,,,1y
90284,Hospital admissions caused by unintentional and deliberate injuries in children (aged 0 to 14 years),E12000005,West Midlands region (statistical),E06000021,Stoke-on-Trent,Counties & UAs (from Apr 2023),Persons,<15 yrs,,,2010/11,133.3008569,122.8635985,144.3877658,,,602,45161,,,Worse,Worse,20100000,,,1y
90284,Hospital admissions caused by unintentional and deliberate injuries in children (aged 0 to 14 years),E12000009,South West region (statistical),E06000022,Bath and North East Somerset,Counties & UAs (from Apr 2023),Persons,<15 yrs,,,2010/11,102.8343023,91.20072407,115.5404759,,,283,27520,,,Similar,Similar,20100000,,,1y
90284,Hospital admissions caused by unintentional and deliberate injuries in children (aged 0 to 14 years),E12000009,South West region (statistical),E06000023,Bristol,Counties & UAs (from Apr 2023),Persons,<15 yrs,,,2010/11,111.8775003,104.3090839,119.8498968,,,811,72490,,,Similar,Similar,20100000,,,1y
90284,Hospital admissions caused by unintentional and deliberate injuries in children (aged 0 to 14 years),E12000009,South West region (statistical),E06000024,North Somerset,Counties & UAs (from Apr 2023),Persons,<15 yrs,,,2010/11,100.1654908,89.8732877,111.3131453,,,345,34443,,,Better,Similar,20100000,,,1y
90284,Hospital admissions caused by unintentional and deliberate injuries in children (aged 0 to 14 years),E12000009,South West region (statistical),E06000025,South Gloucestershire,Counties & UAs (from Apr 2023),Persons,<15 yrs,,,2010/11,96.52260094,87.79025729,105.8883998,,,448,46414,,,Better,Better,20100000,,,1y
90284,Hospital admissions caused by unintentional and deliberate injuries in children (aged 0 to 14 years),E12000009,South West region (statistical),E06000026,Plymouth,Counties & UAs (from Apr 2023),Persons,<15 yrs,,,2010/11,133.4995087,122.6414185,145.0611529,,,557,41723,,,Worse,Worse,20100000,,,1y
90284,Hospital admissions caused by unintentional and deliberate injuries in children (aged 0 to 14 years),E12000009,South West region (statistical),E06000027,Torbay,Counties & UAs (from Apr 2023),Persons,<15 yrs,,,2010/11,123.936458,109.1049703,140.2213286,,,252,20333,,,Similar,Similar,20100000,,,1y
90284,Hospital admissions caused by unintentional and deliberate injuries in children (aged 0 to 14 years),E12000009,South West region (statistical),E06000030,Swindon,Counties & UAs (from Apr 2023),Persons,<15 yrs,,,2010/11,88.2045929,79.05059006,98.12763573,,,338,38320,,,Better,Better,20100000,,,1y
90284,Hospital admissions caused by unintentional and deliberate injuries in children (aged 0 to 14 years),E12000006,East of England region (statistical),E06000031,Peterborough,Counties & UAs (from Apr 2023),Persons,<15 yrs,,,2010/11,105.7530776,95.43873161,116.8781271,,,384,36311,,,Similar,Similar,20100000,,,1y
90284,Hospital admissions caused by unintentional and deliberate injuries in children (aged 0 to 14 years),E12000006,East of England region (statistical),E06000032,Luton,Counties & UAs (from Apr 2023),Persons,<15 yrs,,,2010/11,98.00538339,88.91832747,107.7691075,,,426,43467,,,Better,Similar,20100000,,,1y
90284,Hospital admissions caused by unintentional and deliberate injuries in children (aged 0 to 14 years),E12000006,East of England region (statistical),E06000033,Southend-on-Sea,Counties & UAs (from Apr 2023),Persons,<15 yrs,,,2010/11,94.47177249,83.91015487,105.9947525,,,290,30697,,,Better,Similar,20100000,,,1y
90284,Hospital admissions caused by unintentional and deliberate injuries in children (aged 0 to 14 years),E12000006,East of England region (statistical),E06000034,Thurrock,Counties & UAs (from Apr 2023),Persons,<15 yrs,,,2010/11,84.30324001,74.51095719,95.02454011,,,268,31790,,,Better,Better,20100000,,,1y
90284,Hospital admissions caused by unintentional and deliberate injuries in children (aged 0 to 14 years),E12000008,South East region (statistical),E06000035,Medway,Counties & UAs (from Apr 2023),Persons,<15 yrs,,,2010/11,154.7583157,144.0188662,166.0865184,,,770,49755,,,Worse,Worse,20100000,,,1y
90284,Hospital admissions caused by unintentional and deliberate injuries in children (aged 0 to 14 years),E12000008,South East region (statistical),E06000036,Bracknell Forest,Counties & UAs (from Apr 2023),Persons,<15 yrs,,,2010/11,95.48088065,82.88610697,109.4483119,,,206,21575,,,Better,Better,20100000,,,1y
90284,Hospital admissions caused by unintentional and deliberate injuries in children (aged 0 to 14 years),E12000008,South East region (statistical),E06000037,West Berkshire,Counties & UAs (from Apr 2023),Persons,<15 yrs,,,2010/11,79.79738403,69.81670707,90.80431192,,,230,28823,,,Better,Better,20100000,,,1y
90284,Hospital admissions caused by unintentional and deliberate injuries in children (aged 0 to 14 years),E12000008,South East region (statistical),E06000038,Reading,Counties & UAs (from Apr 2023),Persons,<15 yrs,,,2010/11,91.76942931,80.87077193,103.7272685,,,256,27896,,,Better,Better,20100000,,,1y
90284,Hospital admissions caused by unintentional and deliberate injuries in children (aged 0 to 14 years),E12000008,South East region (statistical),E06000039,Slough,Counties & UAs (from Apr 2023),Persons,<15 yrs,,,2010/11,117.2103927,105.4136268,129.9661176,,,360,30714,,,Similar,Similar,20100000,,,1y
90284,Hospital admissions caused by unintentional and deliberate injuries in children (aged 0 to 14 years),E12000008,South East region (statistical),E06000040,Windsor and Maidenhead,Counties & UAs (from Apr 2023),Persons,<15 yrs,,,2010/11,115.0164579,102.4488855,128.7000642,,,304,26431,,,Similar,Similar,20100000,,,1y
90284,Hospital admissions caused by unintentional and deliberate injuries in children (aged 0 to 14 years),E12000008,South East region (statistical),E06000041,Wokingham,Counties & UAs (from Apr 2023),Persons,<15 yrs,,,2010/11,87.00119884,76.62951823,98.38501412,,,254,29195,,,Better,Better,20100000,,,1y
90284,Hospital admissions caused by unintentional and deliberate injuries in children (aged 0 to 14 years),E12000008,South East region (statistical),E06000042,Milton Keynes,Counties & UAs (from Apr 2023),Persons,<15 yrs,,,2010/11,109.3636489,100.4686321,118.8350216,,,557,50931,,,Similar,Similar,20100000,,,1y
90284,Hospital admissions caused by unintentional and deliberate injuries in children (aged 0 to 14 years),E12000008,South East region (statistical),E06000043,Brighton and Hove,Counties & UAs (from Apr 2023),Persons,<15 yrs,,,2010/11,110.1156697,100.2392794,120.7019487,,,456,41411,,,Similar,Similar,20100000,,,1y
90284,Hospital admissions caused by unintentional and deliberate injuries in children (aged 0 to 14 years),E12000008,South East region (statistical),E06000044,Portsmouth,Counties & UAs (from Apr 2023),Persons,<15 yrs,,,2010/11,115.695326,104.6469891,127.5926817,,,401,34660,,,Similar,Similar,20100000,,,1y
90284,Hospital admissions caused by unintentional and deliberate injuries in children (aged 0 to 14 years),E12000008,South East region (statistical),E06000045,Southampton,Counties & UAs (from Apr 2023),Persons,<15 yrs,,,2010/11,133.1929455,121.838802,145.3203033,,,506,37990,,,Worse,Worse,20100000,,,1y
90284,Hospital admissions caused by unintentional and deliberate injuries in children (aged 0 to 14 years),E12000008,South East region (statistical),E06000046,Isle of Wight,Counties & UAs (from Apr 2023),Persons,<15 yrs,,,2010/11,135.6460913,120.4046388,152.2824705,,,287,21158,,,Worse,Worse,20100000,,,1y
90284,Hospital admissions caused by unintentional and deliberate injuries in children (aged 0 to 14 years),E12000001,North East region (statistical),E06000047,County Durham,Counties & UAs (from Apr 2023),Persons,<15 yrs,,,2010/11,170.053515,161.2457435,179.2172884,,,1395,82033,,,Worse,Worse,20100000,,,1y
90284,Hospital admissions caused by unintentional and deliberate injuries in children (aged 0 to 14 years),E12000002,North West region (statistical),E06000049,Cheshire East,Counties & UAs (from Apr 2023),Persons,<15 yrs,,,2010/11,141.2903541,132.0407216,151.0170394,,,867,61363,,,Worse,Better,20100000,,,1y
90284,Hospital admissions caused by unintentional and deliberate injuries in children (aged 0 to 14 years),E12000002,North West region (statistical),E06000050,Cheshire West and Chester,Counties & UAs (from Apr 2023),Persons,<15 yrs,,,2010/11,144.4281525,134.5186564,154.8744781,,,788,54560,,,Worse,Similar,20100000,,,1y
90284,Hospital admissions caused by unintentional and deliberate injuries in children (aged 0 to 14 years),E12000005,West Midlands region (statistical),E06000051,Shropshire,Counties & UAs (from Apr 2023),Persons,<15 yrs,,,2010/11,102.9771615,94.19029415,112.3630263,,,505,49040,,,Better,Better,20100000,,,1y
90284,Hospital admissions caused by unintentional and deliberate injuries in children (aged 0 to 14 years),E12000009,South West region (statistical),E06000052,Cornwall,Counties & UAs (from Apr 2023),Persons,<15 yrs,,,2010/11,131.8956273,124.2393197,139.9002687,,,1107,83930,Value for Cornwall and Isles of Scilly combined,,Worse,Worse,20100000,,,1y
90284,Hospital admissions caused by unintentional and deliberate injuries in children (aged 0 to 14 years),E12000009,South West region (statistical),E06000053,Isles of Scilly,Counties & UAs (from Apr 2023),Persons,<15 yrs,,,2010/11,,,,,,,,Value for Cornwall and Isles of Scilly combined,,Not compared,Not compared,20100000,,,1y
90284,Hospital admissions caused by unintentional and deliberate injuries in children (aged 0 to 14 years),E12000009,South West region (statistical),E06000054,Wiltshire,Counties & UAs (from Apr 2023),Persons,<15 yrs,,,2010/11,100.4089858,93.75983185,107.4052115,,,847,84355,,,Better,Better,20100000,,,1y
90284,Hospital admissions caused by unintentional and deliberate injuries in children (aged 0 to 14 years),E12000006,East of England region (statistical),E06000055,Bedford,Counties & UAs (from Apr 2023),Persons,<15 yrs,,,2010/11,86.30648998,76.01762776,97.59940493,,,254,29430,,,Better,Similar,20100000,,,1y
90284,Hospital admissions caused by unintentional and deliberate injuries in children (aged 0 to 14 years),E12000006,East of England region (statistical),E06000056,Central Bedfordshire,Counties & UAs (from Apr 2023),Persons,<15 yrs,,,2010/11,95.65873101,86.96657239,104.984375,,,444,46415,,,Better,Similar,20100000,,,1y
90284,Hospital admissions caused by unintentional and deliberate injuries in children (aged 0 to 14 years),E12000001,North East region (statistical),E06000057,Northumberland,Counties & UAs (from Apr 2023),Persons,<15 yrs,,,2010/11,125.6015496,115.9762745,135.8125063,,,629,50079,,,Worse,Better,20100000,,,1y
90284,Hospital admissions caused by unintentional and deliberate injuries in children (aged 0 to 14 years),E12000008,South East region (statistical),E06000060,Buckinghamshire UA,Counties & UAs (from Apr 2023),Persons,<15 yrs,,,2010/11,111.5163269,104.8970523,118.4438241,,,1058,94874,Value for Bucks County applied to Bucks UA,,Similar,Similar,20100000,,,1y
90284,Hospital admissions caused by unintentional and deliberate injuries in children (aged 0 to 14 years),E12000003,Yorkshire and the Humber region (statistical),E06000065,North Yorkshire UA,Counties & UAs (from Apr 2023),Persons,<15 yrs,,,2010/11,119.65192,112.85007,126.75658,,,1155,96530,Value for North Yorkshire Cty applied to North Yorkshire UA,,Similar,Better,20100000,,,1y
90284,Hospital admissions caused by unintentional and deliberate injuries in children (aged 0 to 14 years),E12000009,South West region (statistical),E06000066,Somerset UA,Counties & UAs (from Apr 2023),Persons,<15 yrs,,,2010/11,115.96523,108.93643,123.32854,,,1014,87440,Value for Somerset Cty applied to Somerset UA,,Similar,Similar,20100000,,,1y
90284,Hospital admissions caused by unintentional and deliberate injuries in children (aged 0 to 14 years),E12000002,North West region (statistical),E08000001,Bolton,Counties & UAs (from Apr 2023),Persons,<15 yrs,,,2010/11,147.3182449,137.1915007,157.9946659,,,785,53286,,,Worse,Similar,20100000,,,1y
90284,Hospital admissions caused by unintentional and deliberate injuries in children (aged 0 to 14 years),E12000002,North West region (statistical),E08000002,Bury,Counties & UAs (from Apr 2023),Persons,<15 yrs,,,2010/11,141.456218,129.1945566,154.5678249,,,489,34569,,,Worse,Similar,20100000,,,1y
90284,Hospital admissions caused by unintentional and deliberate injuries in children (aged 0 to 14 years),E12000002,North West region (statistical),E08000003,Manchester,Counties & UAs (from Apr 2023),Persons,<15 yrs,,,2010/11,170.3964052,161.9696339,179.1478643,,,1532,89908,,,Worse,Worse,20100000,,,1y
90284,Hospital admissions caused by unintentional and deliberate injuries in children (aged 0 to 14 years),E12000002,North West region (statistical),E08000004,Oldham,Counties & UAs (from Apr 2023),Persons,<15 yrs,,,2010/11,152.7268099,141.7732203,164.3020245,,,720,47143,,,Worse,Similar,20100000,,,1y
