time_period,time_identifier,geographic_level,country_code,country_name,region_code,region_name,old_la_code,new_la_code,la_name,category,referral_count,rereferral_count,rereferral_percent,no_further_action_count,no_further_action_percent,not_in_need_count,not_in_need_percent,referral_child_count,rereferral_child_count,rereferral_child_percent
2025,Reporting year,Local authority,E92000001,England,E12000003,Yorkshire and The Humber,373,E08000019,Sheffield,Referrals and Re-referrals,4910,810,16.5,218,4.4,401,8.2,4573,689,15.1
2025,Reporting year,Local authority,E92000001,England,E12000003,Yorkshire and The Humber,384,E08000036,Wakefield,Referrals and Re-referrals,4992,922,18.5,6,0.1,1543,30.9,4513,782,17.3
2025,Reporting year,Local authority,E92000001,England,E12000003,Yorkshire and The Humber,816,E06000014,York,Referrals and Re-referrals,1837,427,23.2,35,1.9,791,43.1,1607,354,22
2025,Reporting year,Local authority,E92000001,England,E12000004,East Midlands,831,E06000015,Derby,Referrals and Re-referrals,3557,823,23.1,328,9.2,980,27.6,3150,697,22.1
2025,Reporting year,Local authority,E92000001,England,E12000004,East Midlands,830,E10000007,Derbyshire,Referrals and Re-referrals,10999,3182,28.9,379,3.4,3815,34.7,9249,2530,27.4
2025,Reporting year,Local authority,E92000001,England,E12000004,East Midlands,856,E06000016,Leicester,Referrals and Re-referrals,3203,537,16.8,923,28.8,591,18.5,2893,461,15.9
2025,Reporting year,Local authority,E92000001,England,E12000004,East Midlands,855,E10000018,Leicestershire,Referrals and Re-referrals,6752,1721,25.5,459,6.8,1970,29.2,5870,1428,24.3
2025,Reporting year,Local authority,E92000001,England,E12000004,East Midlands,925,E10000019,Lincolnshire,Referrals and Re-referrals,8726,2001,22.9,1128,12.9,2537,29.1,7669,1669,21.8
2025,Reporting year,Local authority,E92000001,England,E12000004,East Midlands,940,E06000061,North Northamptonshire,Referrals and Re-referrals,4682,1121,23.9,342,7.3,2088,44.6,4032,893,22.1
2025,Reporting year,Local authority,E92000001,England,E12000004,East Midlands,892,E06000018,Nottingham,Referrals and Re-referrals,3953,1074,27.2,636,16.1,1679,42.5,3332,817,24.5
2025,Reporting year,Local authority,E92000001,England,E12000004,East Midlands,891,E10000024,Nottinghamshire,Referrals and Re-referrals,6390,1475,23.1,0,0,3214,50.3,5758,1259,21.9
2025,Reporting year,Local authority,E92000001,England,E12000004,East Midlands,857,E06000017,Rutland,Referrals and Re-referrals,385,103,26.8,145,37.7,57,14.8,325,73,22.5
2025,Reporting year,Local authority,E92000001,England,E12000004,East Midlands,941,E06000062,West Northamptonshire,Referrals and Re-referrals,4542,1086,23.9,372,8.2,2090,46,3997,885,22.1
2025,Reporting year,Local authority,E92000001,England,E12000005,West Midlands,330,E08000025,Birmingham,Referrals and Re-referrals,16324,3382,20.7,393,2.4,5301,32.5,14682,2898,19.7
2025,Reporting year,Local authority,E92000001,England,E12000005,West Midlands,331,E08000026,Coventry,Referrals and Re-referrals,4735,878,18.5,c,c,1457,30.8,4299,744,17.3
2025,Reporting year,Local authority,E92000001,England,E12000005,West Midlands,332,E08000027,Dudley,Referrals and Re-referrals,3412,767,22.5,34,1,874,25.6,2980,627,21
2025,Reporting year,Local authority,E92000001,England,E12000005,West Midlands,884,E06000019,"Herefordshire, County of",Referrals and Re-referrals,1806,267,14.8,0,0,25,1.4,1601,240,15
2025,Reporting year,Local authority,E92000001,England,E12000005,West Midlands,333,E08000028,Sandwell,Referrals and Re-referrals,3723,844,22.7,0,0,878,23.6,3383,729,21.5
2025,Reporting year,Local authority,E92000001,England,E12000005,West Midlands,893,E06000051,Shropshire,Referrals and Re-referrals,1504,194,12.9,38,2.5,196,13,1408,176,12.5
2025,Reporting year,Local authority,E92000001,England,E12000005,West Midlands,334,E08000029,Solihull,Referrals and Re-referrals,3022,795,26.3,59,2,1208,40,2724,685,25.1
2025,Reporting year,Local authority,E92000001,England,E12000005,West Midlands,860,E10000028,Staffordshire,Referrals and Re-referrals,5137,730,14.2,549,10.7,1559,30.3,4768,634,13.3
2025,Reporting year,Local authority,E92000001,England,E12000005,West Midlands,861,E06000021,Stoke-on-Trent,Referrals and Re-referrals,3874,812,21,46,1.2,1548,40,3485,685,19.7
2025,Reporting year,Local authority,E92000001,England,E12000005,West Midlands,894,E06000020,Telford and Wrekin,Referrals and Re-referrals,1421,225,15.8,63,4.4,304,21.4,1298,198,15.3
2025,Reporting year,Local authority,E92000001,England,E12000005,West Midlands,335,E08000030,Walsall,Referrals and Re-referrals,3355,662,19.7,249,7.4,1058,31.5,3043,556,18.3
2025,Reporting year,Local authority,E92000001,England,E12000005,West Midlands,937,E10000031,Warwickshire,Referrals and Re-referrals,5152,878,17,0,0,2251,43.7,4771,805,16.9
2025,Reporting year,Local authority,E92000001,England,E12000005,West Midlands,336,E08000031,Wolverhampton,Referrals and Re-referrals,4451,925,20.8,c,c,991,22.3,3909,794,20.3
2025,Reporting year,Local authority,E92000001,England,E12000005,West Midlands,885,E10000034,Worcestershire,Referrals and Re-referrals,4805,856,17.8,171,3.6,1582,32.9,4381,760,17.3
2025,Reporting year,Local authority,E92000001,England,E12000006,East of England,822,E06000055,Bedford,Referrals and Re-referrals,1992,464,23.3,298,15,365,18.3,1728,379,21.9
2025,Reporting year,Local authority,E92000001,England,E12000006,East of England,873,E10000003,Cambridgeshire,Referrals and Re-referrals,6453,1886,29.2,634,9.8,1954,30.3,5439,1511,27.8
2025,Reporting year,Local authority,E92000001,England,E12000006,East of England,823,E06000056,Central Bedfordshire,Referrals and Re-referrals,2474,394,15.9,11,0.4,1205,48.7,2272,347,15.3
2025,Reporting year,Local authority,E92000001,England,E12000006,East of England,881,E10000012,Essex,Referrals and Re-referrals,5705,881,15.4,287,5,2275,39.9,5324,793,14.9
2025,Reporting year,Local authority,E92000001,England,E12000006,East of England,919,E10000015,Hertfordshire,Referrals and Re-referrals,6536,1031,15.8,598,9.1,2379,36.4,6049,905,15
2025,Reporting year,Local authority,E92000001,England,E12000006,East of England,821,E06000032,Luton,Referrals and Re-referrals,3137,593,18.9,104,3.3,934,29.8,2801,504,18
2025,Reporting year,Local authority,E92000001,England,E12000006,East of England,926,E10000020,Norfolk,Referrals and Re-referrals,5986,1069,17.9,75,1.3,930,15.5,5453,948,17.4
2025,Reporting year,Local authority,E92000001,England,E12000006,East of England,874,E06000031,Peterborough,Referrals and Re-referrals,3850,761,19.8,405,10.5,1302,33.8,3466,670,19.3
2025,Reporting year,Local authority,E92000001,England,E12000006,East of England,882,E06000033,Southend-on-Sea,Referrals and Re-referrals,1325,227,17.1,34,2.6,342,25.8,1230,201,16.3
2025,Reporting year,Local authority,E92000001,England,E12000006,East of England,935,E10000029,Suffolk,Referrals and Re-referrals,5264,1056,20.1,124,2.4,1850,35.1,4757,891,18.7
2025,Reporting year,Local authority,E92000001,England,E12000006,East of England,883,E06000034,Thurrock,Referrals and Re-referrals,1885,302,16,36,1.9,827,43.9,1729,284,16.4
2025,Reporting year,Local authority,E92000001,England,E12000008,South East,867,E06000036,Bracknell Forest,Referrals and Re-referrals,1532,294,19.2,171,11.2,418,27.3,1398,247,17.7
2025,Reporting year,Local authority,E92000001,England,E12000008,South East,846,E06000043,Brighton and Hove,Referrals and Re-referrals,3236,763,23.6,319,9.9,620,19.2,2846,636,22.3
2025,Reporting year,Local authority,E92000001,England,E12000008,South East,825,E06000060,Buckinghamshire,Referrals and Re-referrals,5518,1260,22.8,116,2.1,1457,26.4,4939,1103,22.3
2025,Reporting year,Local authority,E92000001,England,E12000008,South East,845,E10000011,East Sussex,Referrals and Re-referrals,4107,682,16.6,86,2.1,1305,31.8,3751,589,15.7
2025,Reporting year,Local authority,E92000001,England,E12000008,South East,850,E10000014,Hampshire,Referrals and Re-referrals,41142,16877,41,8002,19.4,17853,43.4,29489,10687,36.2
2025,Reporting year,Local authority,E92000001,England,E12000008,South East,921,E06000046,Isle of Wight,Referrals and Re-referrals,4864,2273,46.7,1013,20.8,1527,31.4,3443,1454,42.2
2025,Reporting year,Local authority,E92000001,England,E12000008,South East,886,E10000016,Kent,Referrals and Re-referrals,24035,5194,21.6,129,0.5,6528,27.2,21486,4284,19.9
2025,Reporting year,Local authority,E92000001,England,E12000008,South East,887,E06000035,Medway,Referrals and Re-referrals,5015,1243,24.8,604,12,2038,40.6,4406,1067,24.2
2025,Reporting year,Local authority,E92000001,England,E12000008,South East,826,E06000042,Milton Keynes,Referrals and Re-referrals,3346,680,20.3,339,10.1,752,22.5,2974,561,18.9
2025,Reporting year,Local authority,E92000001,England,E12000008,South East,931,E10000025,Oxfordshire,Referrals and Re-referrals,5047,892,17.7,161,3.2,2085,41.3,4617,813,17.6
2025,Reporting year,Local authority,E92000001,England,E12000008,South East,851,E06000044,Portsmouth,Referrals and Re-referrals,2816,673,23.9,0,0,47,1.7,2540,566,22.3
2025,Reporting year,Local authority,E92000001,England,E12000008,South East,870,E06000038,Reading,Referrals and Re-referrals,2349,537,22.9,113,4.8,802,34.1,2113,450,21.3
2025,Reporting year,Local authority,E92000001,England,E12000008,South East,871,E06000039,Slough,Referrals and Re-referrals,3167,655,20.7,19,0.6,1256,39.7,2850,579,20.3
2025,Reporting year,Local authority,E92000001,England,E12000008,South East,852,E06000045,Southampton,Referrals and Re-referrals,2777,560,20.2,423,15.2,346,12.5,2499,469,18.8
2025,Reporting year,Local authority,E92000001,England,E12000008,South East,936,E10000030,Surrey,Referrals and Re-referrals,10284,2104,20.5,586,5.7,2805,27.3,9127,1756,19.2
2025,Reporting year,Local authority,E92000001,England,E12000008,South East,869,E06000037,West Berkshire,Referrals and Re-referrals,1667,361,21.7,0,0,117,7,1461,306,20.9
2025,Reporting year,Local authority,E92000001,England,E12000008,South East,938,E10000032,West Sussex,Referrals and Re-referrals,7960,1945,24.4,0,0,2625,33,6945,1660,23.9
2025,Reporting year,Local authority,E92000001,England,E12000008,South East,868,E06000040,Windsor and Maidenhead,Referrals and Re-referrals,1715,336,19.6,65,3.8,499,29.1,1561,290,18.6
2025,Reporting year,Local authority,E92000001,England,E12000008,South East,872,E06000041,Wokingham,Referrals and Re-referrals,1778,298,16.8,14,0.8,606,34.1,1629,268,16.5
2025,Reporting year,Local authority,E92000001,England,E12000009,South West,800,E06000022,Bath and North East Somerset,Referrals and Re-referrals,920,123,13.4,9,1,319,34.7,867,112,12.9
2025,Reporting year,Local authority,E92000001,England,E12000009,South West,839,E06000058,"Bournemouth, Christchurch and Poole",Referrals and Re-referrals,3386,764,22.6,286,8.4,391,11.5,3028,667,22
2025,Reporting year,Local authority,E92000001,England,E12000009,South West,801,E06000023,"Bristol, City of",Referrals and Re-referrals,4264,989,23.2,582,13.6,1265,29.7,3748,815,21.7
2025,Reporting year,Local authority,E92000001,England,E12000009,South West,908,E06000052,Cornwall,Referrals and Re-referrals,7923,2208,27.9,0,0,1315,16.6,6770,1804,26.6
2025,Reporting year,Local authority,E92000001,England,E12000009,South West,878,E10000008,Devon,Referrals and Re-referrals,5700,1124,19.7,45,0.8,2413,42.3,5164,992,19.2
2025,Reporting year,Local authority,E92000001,England,E12000009,South West,838,E06000059,Dorset,Referrals and Re-referrals,2349,346,14.7,377,16,455,19.4,2173,312,14.4
2025,Reporting year,Local authority,E92000001,England,E12000009,South West,916,E10000013,Gloucestershire,Referrals and Re-referrals,8129,1818,22.4,623,7.7,2475,30.4,7202,1541,21.4
2025,Reporting year,Local authority,E92000001,England,E12000009,South West,420,E06000053,Isles of Scilly,Referrals and Re-referrals,32,0,0,c,c,14,43.8,32,0,0
2025,Reporting year,Local authority,E92000001,England,E12000009,South West,802,E06000024,North Somerset,Referrals and Re-referrals,1126,173,15.4,10,0.9,224,19.9,1055,160,15.2
2025,Reporting year,Local authority,E92000001,England,E12000009,South West,879,E06000026,Plymouth,Referrals and Re-referrals,2806,729,26,0,0,1132,40.3,2527,637,25.2
2025,Reporting year,Local authority,E92000001,England,E12000009,South West,933,E06000066,Somerset,Referrals and Re-referrals,5877,1300,22.1,1214,20.7,2013,34.3,5263,1124,21.4
2025,Reporting year,Local authority,E92000001,England,E12000009,South West,803,E06000025,South Gloucestershire,Referrals and Re-referrals,2614,447,17.1,0,0,1046,40,2387,412,17.3
2025,Reporting year,Local authority,E92000001,England,E12000009,South West,866,E06000030,Swindon,Referrals and Re-referrals,2303,529,23,11,0.5,710,30.8,2065,452,21.9
2025,Reporting year,Local authority,E92000001,England,E12000009,South West,880,E06000027,Torbay,Referrals and Re-referrals,1768,429,24.3,83,4.7,338,19.1,1551,346,22.3
2025,Reporting year,Local authority,E92000001,England,E12000009,South West,865,E06000054,Wiltshire,Referrals and Re-referrals,2770,517,18.7,57,2.1,877,31.7,2530,436,17.2
2025,Reporting year,Local authority,E92000001,England,E13000001,Inner London,202,E09000007,Camden,Referrals and Re-referrals,2086,381,18.3,77,3.7,601,28.8,1909,333,17.4
2025,Reporting year,Local authority,E92000001,England,E13000001,Inner London,201,E09000001,City of London,Referrals and Re-referrals,57,9,15.8,30,52.6,0,0,49,c,c
2025,Reporting year,Local authority,E92000001,England,E13000001,Inner London,204,E09000012,Hackney,Referrals and Re-referrals,3653,728,19.9,205,5.6,1432,39.2,3343,628,18.8
2025,Reporting year,Local authority,E92000001,England,E13000001,Inner London,205,E09000013,Hammersmith and Fulham,Referrals and Re-referrals,1666,255,15.3,198,11.9,386,23.2,1534,230,15
2025,Reporting year,Local authority,E92000001,England,E13000001,Inner London,309,E09000014,Haringey,Referrals and Re-referrals,3312,618,18.7,256,7.7,1088,32.9,3018,534,17.7
2025,Reporting year,Local authority,E92000001,England,E13000001,Inner London,206,E09000019,Islington,Referrals and Re-referrals,2407,404,16.8,129,5.4,680,28.3,2214,361,16.3
2025,Reporting year,Local authority,E92000001,England,E13000001,Inner London,207,E09000020,Kensington and Chelsea,Referrals and Re-referrals,1511,318,21,288,19.1,466,30.8,1334,258,19.3
2025,Reporting year,Local authority,E92000001,England,E13000001,Inner London,208,E09000022,Lambeth,Referrals and Re-referrals,2736,582,21.3,361,13.2,727,26.6,2498,501,20.1
2025,Reporting year,Local authority,E92000001,England,E13000001,Inner London,209,E09000023,Lewisham,Referrals and Re-referrals,4522,944,20.9,340,7.5,1427,31.6,3974,777,19.6
2025,Reporting year,Local authority,E92000001,England,E13000001,Inner London,316,E09000025,Newham,Referrals and Re-referrals,4690,700,14.9,58,1.2,1183,25.2,4347,625,14.4
2025,Reporting year,Local authority,E92000001,England,E13000001,Inner London,210,E09000028,Southwark,Referrals and Re-referrals,3414,582,17,201,5.9,1387,40.6,3117,519,16.7
2025,Reporting year,Local authority,E92000001,England,E13000001,Inner London,211,E09000030,Tower Hamlets,Referrals and Re-referrals,4834,1182,24.5,414,8.6,976,20.2,4090,962,23.5
2025,Reporting year,Local authority,E92000001,England,E13000001,Inner London,212,E09000032,Wandsworth,Referrals and Re-referrals,2172,388,17.9,383,17.6,575,26.5,1931,333,17.2
2025,Reporting year,Local authority,E92000001,England,E13000001,Inner London,213,E09000033,Westminster,Referrals and Re-referrals,1752,325,18.6,308,17.6,579,33,1607,284,17.7
2025,Reporting year,Local authority,E92000001,England,E13000002,Outer London,301,E09000002,Barking and Dagenham,Referrals and Re-referrals,5307,1158,21.8,164,3.1,2254,42.5,4642,938,20.2
2025,Reporting year,Local authority,E92000001,England,E13000002,Outer London,302,E09000003,Barnet,Referrals and Re-referrals,2751,407,14.8,245,8.9,505,18.4,2561,352,13.7
2025,Reporting year,Local authority,E92000001,England,E13000002,Outer London,303,E09000004,Bexley,Referrals and Re-referrals,3365,736,21.9,271,8.1,1364,40.5,2981,631,21.2
2025,Reporting year,Local authority,E92000001,England,E13000002,Outer London,304,E09000005,Brent,Referrals and Re-referrals,3553,503,14.2,498,14,471,13.3,3297,448,13.6
2025,Reporting year,Local authority,E92000001,England,E13000002,Outer London,305,E09000006,Bromley,Referrals and Re-referrals,4630,1101,23.8,421,9.1,1364,29.5,4078,895,21.9
2025,Reporting year,Local authority,E92000001,England,E13000002,Outer London,306,E09000008,Croydon,Referrals and Re-referrals,7986,2143,26.8,841,10.5,1360,17,6804,1648,24.2
2025,Reporting year,Local authority,E92000001,England,E13000002,Outer London,307,E09000009,Ealing,Referrals and Re-referrals,4173,815,19.5,520,12.5,1460,35,3773,696,18.4
2025,Reporting year,Local authority,E92000001,England,E13000002,Outer London,308,E09000010,Enfield,Referrals and Re-referrals,4214,954,22.6,686,16.3,891,21.1,3704,766,20.7
2025,Reporting year,Local authority,E92000001,England,E13000002,Outer London,203,E09000011,Greenwich,Referrals and Re-referrals,3629,474,13.1,267,7.4,1538,42.4,3417,439,12.8
2025,Reporting year,Local authority,E92000001,England,E13000002,Outer London,310,E09000015,Harrow,Referrals and Re-referrals,2281,355,15.6,51,2.2,920,40.3,2078,302,14.5
2025,Reporting year,Local authority,E92000001,England,E13000002,Outer London,311,E09000016,Havering,Referrals and Re-referrals,3592,586,16.3,180,5,1256,35,3332,533,16
2025,Reporting year,Local authority,E92000001,England,E13000002,Outer London,312,E09000017,Hillingdon,Referrals and Re-referrals,4153,870,20.9,8,0.2,1523,36.7,3648,737,20.2
2025,Reporting year,Local authority,E92000001,England,E13000002,Outer London,313,E09000018,Hounslow,Referrals and Re-referrals,2158,261,12.1,114,5.3,252,11.7,2034,229,11.3
2025,Reporting year,Local authority,E92000001,England,E13000002,Outer London,314,E09000021,Kingston upon Thames,Referrals and Re-referrals,1640,246,15,31,1.9,630,38.4,1536,222,14.5
